Location,Longitude,Lattitude,Date,I 131 (Bq/m3)
RISOE,12.07,55.7,86/04/29,0.0147
RISOE,12.07,55.7,86/04/30,0.00075
RISOE,12.07,55.7,86/05/03,0.2239
RISOE,12.07,55.7,86/05/04,0.41
RISOE,12.07,55.7,86/05/04,0.264303
RISOE,12.07,55.7,86/05/05,0.362
RISOE,12.07,55.7,86/05/05,0.28
RISOE,12.07,55.7,86/05/06,0.334
RISOE,12.07,55.7,86/05/06,0.164
RISOE,12.07,55.7,86/05/07,0.496
RISOE,12.07,55.7,86/05/11,0.017902
RISOE,12.07,55.7,86/05/13,0.004299
RISOE,12.07,55.7,86/05/14,0.008252
RISOE,12.07,55.7,86/05/15,0.003245
RISOE,12.07,55.7,86/05/16,0.001505
RISOE,12.07,55.7,86/05/17,0.002772
RISOE,12.07,55.7,86/05/18,0.001664
RISOE,12.07,55.7,86/05/19,0.002248
RISOE,12.07,55.7,86/05/20,0.002507
RISOE,12.07,55.7,86/05/21,0.002007
RISOE,12.07,55.7,86/05/22,0.00281
RISOE,12.07,55.7,86/05/25,0.001805
RISOE,12.07,55.7,86/05/26,0.001029
RISOE,12.07,55.7,86/05/27,0.000517
RISOE,12.07,55.7,86/05/28,0.000482
RISOE,12.07,55.7,86/05/29,0.000533
AACHEN(DWD),6.1,50.76,86/05/02,1.905
AACHEN(DWD),6.1,50.76,86/05/03,2.257
AACHEN(DWD),6.1,50.76,86/05/04,0.684
AACHEN(DWD),6.1,50.76,86/05/06,0.054
AACHEN(DWD),6.1,50.76,86/05/07,0.04
AACHEN(DWD),6.1,50.76,86/05/08,0.0085
AACHEN(DWD),6.1,50.76,86/05/09,0.0067
AACHEN(DWD),6.1,50.76,86/05/10,0.0052
AACHEN(DWD),6.1,50.76,86/05/11,0.0063
AACHEN(DWD),6.1,50.76,86/05/12,0.006
AACHEN(DWD),6.1,50.76,86/05/19,0.0029
AACHEN(DWD),6.1,50.76,86/05/26,0.0017
BERLIN-WEST,13.42,52.5,86/04/30,2.64
BERLIN-WEST,13.42,52.5,86/05/01,0.85
BERLIN-WEST,13.42,52.5,86/05/02,0.09
BERLIN-WEST,13.42,52.5,86/05/03,0.215
BERLIN-WEST,13.42,52.5,86/05/04,0.814
BERLIN-WEST,13.42,52.5,86/05/05,0.533
BERLIN-WEST,13.42,52.5,86/05/06,0.451
BERLIN-WEST,13.42,52.5,86/05/07,0.728
BERLIN-WEST,13.42,52.5,86/05/08,0.26
BERLIN-WEST,13.42,52.5,86/05/09,0.012
BERLIN-WEST,13.42,52.5,86/05/10,0.01
BERLIN-WEST,13.42,52.5,86/05/11,0.0063
BERLIN-WEST,13.42,52.5,86/05/12,0.0053
BERLIN-WEST,13.42,52.5,86/05/19,0.0074
BERLIN-WEST,13.42,52.5,86/05/26,0.0012
FREIBURG(BZS),7.87,48,86/04/30,0.76
FREIBURG(BZS),7.87,48,86/05/01,0.77
FREIBURG(BZS),7.87,48,86/05/01,2.1
FREIBURG(BZS),7.87,48,86/05/01,3.8
FREIBURG(BZS),7.87,48,86/05/02,5.7
FREIBURG(BZS),7.87,48,86/05/02,5
FREIBURG(BZS),7.87,48,86/05/02,3.9
FREIBURG(BZS),7.87,48,86/05/02,2.6
FREIBURG(BZS),7.87,48,86/05/03,1.3
FREIBURG(BZS),7.87,48,86/05/03,1.46
FREIBURG(BZS),7.87,48,86/05/04,0.36
FREIBURG(BZS),7.87,48,86/05/05,0.13
FREIBURG(BZS),7.87,48,86/05/06,0.13
FREIBURG(BZS),7.87,48,86/05/06,0.18
FREIBURG(BZS),7.87,48,86/05/07,0.089
FREIBURG(BZS),7.87,48,86/05/07,0.015
FREIBURG(BZS),7.87,48,86/05/08,0.012
FREIBURG(BZS),7.87,48,86/05/08,0.015
FREIBURG(BZS),7.87,48,86/05/09,0.013
FREIBURG(BZS),7.87,48,86/05/10,0.01
FREIBURG(DWD),7.87,48,86/05/01,0.059
FREIBURG(DWD),7.87,48,86/05/02,5.66
FREIBURG(DWD),7.87,48,86/05/03,1.7
FREIBURG(DWD),7.87,48,86/05/04,5.44
FREIBURG(DWD),7.87,48,86/05/05,0.226
FREIBURG(DWD),7.87,48,86/05/09,0.222
FREIBURG(DWD),7.87,48,86/05/10,0.025
FREIBURG(DWD),7.87,48,86/05/16,0.0048
FREIBURG(DWD),7.87,48,86/05/23,0.003
FREIBURG(DWD),7.87,48,86/05/30,0.0017
GOETTINGEN,9.95,51.53,86/05/02,4.2
GOETTINGEN,9.95,51.53,86/05/04,1.1
GOETTINGEN,9.95,51.53,86/05/05,0.79
GOETTINGEN,9.95,51.53,86/05/05,2
GOETTINGEN,9.95,51.53,86/05/06,0.62
GOETTINGEN,9.95,51.53,86/05/07,0.3
GOETTINGEN,9.95,51.53,86/05/07,0.082
GOETTINGEN,9.95,51.53,86/05/09,0.03
GOETTINGEN,9.95,51.53,86/05/12,0.0085
GOETTINGEN,9.95,51.53,86/05/13,0.012
GOETTINGEN,9.95,51.53,86/05/14,0.009
GOETTINGEN,9.95,51.53,86/05/15,0.0072
GOETTINGEN,9.95,51.53,86/05/16,0.0062
GOETTINGEN,9.95,51.53,86/05/18,0.0047
GOETTINGEN,9.95,51.53,86/05/20,0.0027
GOETTINGEN,9.95,51.53,86/05/21,0.003
GOETTINGEN,9.95,51.53,86/05/22,0.0021
GOETTINGEN,9.95,51.53,86/05/23,0.003
GOETTINGEN,9.95,51.53,86/05/25,0.0017
GOETTINGEN,9.95,51.53,86/05/26,0.0022
GOETTINGEN,9.95,51.53,86/05/27,0.0031
GOETTINGEN,9.95,51.53,86/05/28,0.0023
GOETTINGEN,9.95,51.53,86/05/29,0.0012
GOETTINGEN,9.95,51.53,86/05/30,0.00091
HANNOVER,9.73,52.38,86/05/03,0.389
HANNOVER,9.73,52.38,86/05/04,0.629
HANNOVER,9.73,52.38,86/05/05,0.444
HANNOVER,9.73,52.38,86/05/06,0.392
HANNOVER,9.73,52.38,86/05/07,0.192
HANNOVER,9.73,52.38,86/05/08,0.02
HANNOVER,9.73,52.38,86/05/09,0.01
HANNOVER,9.73,52.38,86/05/10,0.008
HANNOVER,9.73,52.38,86/05/12,0.0072
HANNOVER,9.73,52.38,86/05/14,0.004
HANNOVER,9.73,52.38,86/05/26,0.0021
NEUHERBERG,11.58,48.13,86/04/30,1.1
NEUHERBERG,11.58,48.13,86/04/30,21
NEUHERBERG,11.58,48.13,86/04/30,9.3
NEUHERBERG,11.58,48.13,86/05/01,6.5
NEUHERBERG,11.58,48.13,86/05/01,13
NEUHERBERG,11.58,48.13,86/05/01,14
NEUHERBERG,11.58,48.13,86/05/02,3.8
NEUHERBERG,11.58,48.13,86/05/02,4.2
NEUHERBERG,11.58,48.13,86/05/02,2.7
NEUHERBERG,11.58,48.13,86/05/03,1.4
NEUHERBERG,11.58,48.13,86/05/04,0.89
NEUHERBERG,11.58,48.13,86/05/05,0.6
NEUHERBERG,11.58,48.13,86/05/06,0.32
NEUHERBERG,11.58,48.13,86/05/07,0.36
NEUHERBERG,11.58,48.13,86/05/08,0.13
NEUHERBERG,11.58,48.13,86/05/09,0.014
NEUHERBERG,11.58,48.13,86/05/10,0.016
NEUHERBERG,11.58,48.13,86/05/12,0.0056
NORDERNEY,7.15,53.71,86/05/03,0.363
NORDERNEY,7.15,53.71,86/05/04,0.44
NORDERNEY,7.15,53.71,86/05/06,0.333
NORDERNEY,7.15,53.71,86/05/07,0.028
NORDERNEY,7.15,53.71,86/05/08,0.0066
NORDERNEY,7.15,53.71,86/05/09,0.0046
NORDERNEY,7.15,53.71,86/05/10,0.0037
NORDERNEY,7.15,53.71,86/05/12,0.0015
NORDERNEY,7.15,53.71,86/05/19,0.00152
NORDERNEY,7.15,53.71,86/05/26,0.00107
OFFENBACH,8.77,50.1,86/04/30,0.002
OFFENBACH,8.77,50.1,86/05/01,0.011
OFFENBACH,8.77,50.1,86/05/02,3.441
OFFENBACH,8.77,50.1,86/05/03,1.04
OFFENBACH,8.77,50.1,86/05/04,0.85
OFFENBACH,8.77,50.1,86/05/05,0.37
OFFENBACH,8.77,50.1,86/05/06,0.141
OFFENBACH,8.77,50.1,86/05/07,0.13
OFFENBACH,8.77,50.1,86/05/08,0.016
OFFENBACH,8.77,50.1,86/05/09,0.009
OFFENBACH,8.77,50.1,86/05/10,0.007
OFFENBACH,8.77,50.1,86/05/11,0.006
OFFENBACH,8.77,50.1,86/05/12,0.009
OFFENBACH,8.77,50.1,86/05/14,0.005
OFFENBACH,8.77,50.1,86/05/19,0.004
OFFENBACH,8.77,50.1,86/05/29,0.002
CADARACHE,5.75,43.71,86/05/01,0.3
CADARACHE,5.75,43.71,86/05/02,6.299999
CADARACHE,5.75,43.71,86/05/03,5.9
CADARACHE,5.75,43.71,86/05/04,6.599999
CADARACHE,5.75,43.71,86/05/05,1.4
CADARACHE,5.75,43.71,86/05/06,0.5
CADARACHE,5.75,43.71,86/05/07,0.025
CADARACHE,5.75,43.71,86/05/09,0.15
CHINON,0.25,47.15,86/05/02,1.5
CHINON,0.25,47.15,86/05/03,0.24
CHINON,0.25,47.15,86/05/07,0.015
CHINON,0.25,47.15,86/05/08,0.014
CHINON,0.25,47.15,86/05/09,0.011
CHOOZ,4.81,50.1,86/05/02,5.5
CHOOZ,4.81,50.1,86/05/03,1.9
CHOOZ,4.81,50.1,86/05/04,0.72
CHOOZ,4.81,50.1,86/05/05,0.13
CHOOZ,4.81,50.1,86/05/06,0.07
CHOOZ,4.81,50.1,86/05/07,0.057
CHOOZ,4.81,50.1,86/05/08,0.0058
CRUAS,4.8,44.63,86/05/02,0.36
CRUAS,4.8,44.63,86/05/03,0.95
CRUAS,4.8,44.63,86/05/04,0.6
CRUAS,4.8,44.63,86/05/05,0.22
CRUAS,4.8,44.63,86/05/06,0.11
CRUAS,4.8,44.63,86/05/07,0.016
CRUAS,4.8,44.63,86/05/10,0.0065
FESSENHEIM,7.56,47.91,86/05/02,2.9
FESSENHEIM,7.56,47.91,86/05/03,2.099999
FESSENHEIM,7.56,47.91,86/05/04,0.7
FESSENHEIM,7.56,47.91,86/05/07,0.12
FESSENHEIM,7.56,47.91,86/05/08,0.012
FESSENHEIM,7.56,47.91,86/05/09,0.013
FESSENHEIM,7.56,47.91,86/05/10,0.011
FESSENHEIM,7.56,47.91,86/05/11,0.0025
FESSENHEIM,7.56,47.91,86/05/12,0.0027
FESSENHEIM,7.56,47.91,86/05/13,0.0032
GRAVELINES,2.31,51,86/05/03,0.065
GRAVELINES,2.31,51,86/05/04,1.5
GRAVELINES,2.31,51,86/05/05,0.07
GRAVELINES,2.31,51,86/05/06,0.023
GRAVELINES,2.31,51,86/05/08,0.02
GRENOBLE,5.72,45.18,86/05/02,0.444
GRENOBLE,5.72,45.18,86/05/03,0.518
GRENOBLE,5.72,45.18,86/05/04,0.407
GRENOBLE,5.72,45.18,86/05/05,0.2405
GRENOBLE,5.72,45.18,86/05/06,0.0851
GRENOBLE,5.72,45.18,86/05/07,0.02516
LE BUGEY,5.26,45.8,86/05/02,1.9
LE BUGEY,5.26,45.8,86/05/03,2.5
LE BUGEY,5.26,45.8,86/05/04,2.799999
LE BUGEY,5.26,45.8,86/05/05,0.31
LE BUGEY,5.26,45.8,86/05/06,0.28
LE VESINET,2.13,48.88,86/05/02,3.9
LE VESINET,2.13,48.88,86/05/03,1.599999
LE VESINET,2.13,48.88,86/05/04,0.042
LE VESINET,2.13,48.88,86/05/08,0.028
LE VESINET,2.13,48.88,86/05/13,0.0067
LE VESINET,2.13,48.88,86/05/19,0.0067
LE VESINET,2.13,48.88,86/05/20,0.0033
MARCOULE,4.8,44.13,86/04/30,0.03182
MARCOULE,4.8,44.13,86/05/01,0.555
MARCOULE,4.8,44.13,86/05/02,2.552999
MARCOULE,4.8,44.13,86/05/03,1.183999
MARCOULE,4.8,44.13,86/05/04,1.368999
MARCOULE,4.8,44.13,86/05/05,0.555
MONACO,7.42,43.73,86/05/01,0.15
MONACO,7.42,43.73,86/05/02,1.4
MONACO,7.42,43.73,86/05/03,2.9
MONACO,7.42,43.73,86/05/04,2.799999
MONACO,7.42,43.73,86/05/05,1.299999
MONACO,7.42,43.73,86/05/06,0.48
MONACO,7.42,43.73,86/05/07,0.32
MONACO,7.42,43.73,86/05/08,0.06
MONACO,7.42,43.73,86/05/09,0.04
MONACO,7.42,43.73,86/05/10,0.02
ORSAY,2.18,48.68,86/05/02,6.33
ORSAY,2.18,48.68,86/05/03,0.31
ORSAY,2.18,48.68,86/05/04,0.0103
ORSAY,2.18,48.68,86/05/05,0.037
ORSAY,2.18,48.68,86/05/06,0.0034
ORSAY,2.18,48.68,86/05/07,0.0062
ORSAY,2.18,48.68,86/05/08,0.012
ORSAY,2.18,48.68,86/05/09,0.017
ORSAY,2.18,48.68,86/05/10,0.0019
PARIS,2.36,48.85,86/05/01,0.51
PARIS,2.36,48.85,86/05/02,1.929999
PARIS,2.36,48.85,86/05/03,0.18
PARIS,2.36,48.85,86/05/04,0.0083
PARIS,2.36,48.85,86/05/05,0.033
PARIS,2.36,48.85,86/05/06,0.012
PARIS,2.36,48.85,86/05/07,0.009
PARIS,2.36,48.85,86/05/08,0.0068
PARIS,2.36,48.85,86/05/09,0.0054
PARIS,2.36,48.85,86/05/10,0.00094
PARIS,2.36,48.85,86/05/11,0.003
PARIS,2.36,48.85,86/05/13,0.004
PARIS,2.36,48.85,86/05/14,0.0035
PARIS,2.36,48.85,86/05/16,0.0022
PARIS,2.36,48.85,86/05/18,0.0031
SAINT ALBAN,4.75,45.4,86/05/02,1.9
SAINT ALBAN,4.75,45.4,86/05/03,3.299999
SAINT ALBAN,4.75,45.4,86/05/04,1.4
SAINT ALBAN,4.75,45.4,86/05/05,0.7
SAINT ALBAN,4.75,45.4,86/05/07,0.02
SAINT ALBAN,4.75,45.4,86/05/08,0.016
SAINT ALBAN,4.75,45.4,86/05/09,0.015
SAINT ALBAN,4.75,45.4,86/05/10,0.012
SAINT ALBAN,4.75,45.4,86/05/11,0.0065
TRICASTIN,4.73,44.33,86/05/02,0.4
TRICASTIN,4.73,44.33,86/05/03,0.9
TRICASTIN,4.73,44.33,86/05/04,0.75
TRICASTIN,4.73,44.33,86/05/05,0.23
TRICASTIN,4.73,44.33,86/05/06,0.11
VERDUN,5.38,49.15,86/04/30,0.0002
VERDUN,5.38,49.15,86/05/01,0.003
VERDUN,5.38,49.15,86/05/02,9.44
VERDUN,5.38,49.15,86/05/03,1.77
VERDUN,5.38,49.15,86/05/05,0.16
VERDUN,5.38,49.15,86/05/06,0.11
VERDUN,5.38,49.15,86/05/07,0.039
VERDUN,5.38,49.15,86/05/08,0.0087
VERDUN,5.38,49.15,86/05/09,0.0091
VERDUN,5.38,49.15,86/05/10,0.0076
BOLOGNA,11.33,44.48,86/04/30,0.068
BOLOGNA,11.33,44.48,86/05/01,0.627
BOLOGNA,11.33,44.48,86/05/02,7.015
BOLOGNA,11.33,44.48,86/05/03,2.926
BOLOGNA,11.33,44.48,86/05/04,1.404
BOLOGNA,11.33,44.48,86/05/05,0.837
BOLOGNA,11.33,44.48,86/05/06,0.681
BOLOGNA,11.33,44.48,86/05/07,0.956
BOLOGNA,11.33,44.48,86/05/08,0.515
BOLOGNA,11.33,44.48,86/05/09,0.047
BOLOGNA,11.33,44.48,86/05/10,0.051
BRASIMONE,11.33,44.48,86/05/02,2.89
BRASIMONE,11.33,44.48,86/05/03,2.099
BRASIMONE,11.33,44.48,86/05/04,1.392
BRASIMONE,11.33,44.48,86/05/05,0.651
BRASIMONE,11.33,44.48,86/05/06,0.563
BRASIMONE,11.33,44.48,86/05/07,0.429
BRASIMONE,11.33,44.48,86/05/09,0.07
BRASIMONE,11.33,44.48,86/05/10,0.025
BRASIMONE,11.33,44.48,86/05/17,0.01
CAPANNA,12.3,42.03,86/05/01,4.33
CAPANNA,12.3,42.03,86/05/01,2.32
CAPANNA,12.3,42.03,86/05/01,5.181
CAPANNA,12.3,42.03,86/05/01,7.964
CAPANNA,12.3,42.03,86/05/01,5.915
CAPANNA,12.3,42.03,86/05/02,5.258
CAPANNA,12.3,42.03,86/05/02,5.064
CAPANNA,12.3,42.03,86/05/02,4.91
CAPANNA,12.3,42.03,86/05/02,3.841
CAPANNA,12.3,42.03,86/05/02,2.087
CAPANNA,12.3,42.03,86/05/02,1.791
CAPANNA,12.3,42.03,86/05/02,1.546
CAPANNA,12.3,42.03,86/05/02,1.121
CAPANNA,12.3,42.03,86/05/03,1.276
CAPANNA,12.3,42.03,86/05/03,1.392
CAPANNA,12.3,42.03,86/05/03,1.48
CAPANNA,12.3,42.03,86/05/03,2.37
CAPANNA,12.3,42.03,86/05/03,2.899
CAPANNA,12.3,42.03,86/05/03,2.706
CAPANNA,12.3,42.03,86/05/04,2.474
CAPANNA,12.3,42.03,86/05/04,2.436
CAPANNA,12.3,42.03,86/05/04,2.165
CAPANNA,12.3,42.03,86/05/04,1.585
CAPANNA,12.3,42.03,86/05/04,2.629
CAPANNA,12.3,42.03,86/05/04,2.579
CAPANNA,12.3,42.03,86/05/04,1.971
CAPANNA,12.3,42.03,86/05/04,1.933
CAPANNA,12.3,42.03,86/05/05,1.724
CAPANNA,12.3,42.03,86/05/05,0.851
CAPANNA,12.3,42.03,86/05/05,0.812
CAPANNA,12.3,42.03,86/05/05,0.944
CAPANNA,12.3,42.03,86/05/05,1.121
CAPANNA,12.3,42.03,86/05/05,0.715
CAPANNA,12.3,42.03,86/05/05,0.387
CAPANNA,12.3,42.03,86/05/05,0.464
CAPANNA,12.3,42.03,86/05/06,0.367
CAPANNA,12.3,42.03,86/05/06,0.376
CAPANNA,12.3,42.03,86/05/06,0.309
CAPANNA,12.3,42.03,86/05/06,0.406
CAPANNA,12.3,42.03,86/05/06,0.727
CAPANNA,12.3,42.03,86/05/06,0.827
CAPANNA,12.3,42.03,86/05/06,1.453
CAPANNA,12.3,42.03,86/05/07,0.414
CAPANNA,12.3,42.03,86/05/07,0.301
CAPANNA,12.3,42.03,86/05/07,0.487
CAPANNA,12.3,42.03,86/05/07,0.255
CAPANNA,12.3,42.03,86/05/07,0.263
CAPANNA,12.3,42.03,86/05/08,0.224
CAPANNA,12.3,42.03,86/05/08,0.309
CAPANNA,12.3,42.03,86/05/08,0.467
CAPANNA,12.3,42.03,86/05/08,0.135
CAPANNA,12.3,42.03,86/05/09,0.101
CAPANNA,12.3,42.03,86/05/09,0.17
CAPANNA,12.3,42.03,86/05/10,0.05
CASACCIA,12.3,42.03,86/05/01,2.407
CASACCIA,12.3,42.03,86/05/01,1.852
CASACCIA,12.3,42.03,86/05/01,0.993
CASACCIA,12.3,42.03,86/05/01,1.67
CASACCIA,12.3,42.03,86/05/01,2.407
CASACCIA,12.3,42.03,86/05/01,3.333
CASACCIA,12.3,42.03,86/05/02,2.915
CASACCIA,12.3,42.03,86/05/02,2.319
CASACCIA,12.3,42.03,86/05/02,1.804
CASACCIA,12.3,42.03,86/05/02,1.111
CASACCIA,12.3,42.03,86/05/02,1.37
CASACCIA,12.3,42.03,86/05/02,1.185
CASACCIA,12.3,42.03,86/05/03,0.681
CASACCIA,12.3,42.03,86/05/03,1.148
CASACCIA,12.3,42.03,86/05/03,1.256
CASACCIA,12.3,42.03,86/05/04,1.422
CASACCIA,12.3,42.03,86/05/04,1.607
CASACCIA,12.3,42.03,86/05/04,1.107
